DHSCLUST,Total_Road_Length,Main_Roads_Length,Secondary_Roads_Length,Local_Roads_Length,Tracks_Length,Total_Bldg_Count,Bldg_residential_Count,Bldg_commercial_Count,Bldg_industrial_Count,Bldg_school_Count,Bldg_hospital_Count,Total_Bldg_Area,Total_POI_Count,POI_bank_Count,POI_hotel_Count,POI_fast_food_Count,POI_convenience_Count,POI_school_Count,POI_hospital_Count
44,182.6992196891816,10.124863379064733,26.02218802386616,123.52538990173366,21.627746137916176,646,0,0,0,0,0,148609.71983020072,14,0,0,0,0,1,0
45,11.537093628189172,0.0,0.0,11.537093628189172,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
46,72.7413580240335,12.12274006466318,19.545891924001957,34.44570614255388,6.627019892814481,955,0,0,0,0,0,102014.40495390426,0,0,0,0,0,0,0
47,86.74712587459092,4.388712285239411,12.016240187961799,65.54882229630456,1.731533783703037,5877,0,0,0,0,0,902006.3901589477,19,4,0,2,1,0,0
48,60.53629263785558,6.845786323916255,32.25737770750016,19.450270124276066,1.9828584821630888,3066,0,0,0,0,0,213316.9041264761,0,0,0,0,0,0,0
49,43.67659971256922,10.940609086537812,8.442074885632705,22.38537772311941,1.8902340498389734,38,0,0,0,0,0,5898.403268527428,1,0,0,0,0,1,0
50,52.97752356568959,0.0,32.38508338186051,19.68551038047338,0.03910693738868059,70,0,0,0,0,0,11399.76835507397,0,0,0,0,0,0,0
51,53.96591846869766,0.0,31.4191730896851,22.26438489652545,0.2823604824871074,385,0,0,0,0,0,21556.070025750792,3,0,0,0,0,0,0
52,14.194020011843575,0.0,0.0,14.029794156015813,0.1642258558277623,9,0,0,0,0,0,2332.2055045784637,0,0,0,0,0,0,0
53,106.26090531478563,4.798278337856218,14.815565566110797,79.03838936422208,4.752461015684001,6897,0,0,0,0,0,1022486.3199423767,18,4,0,2,1,0,0
54,81.89956619091322,3.765070563999339,11.365310982163551,61.31966998696466,2.392039180399378,6211,0,0,0,0,0,914000.2512936525,19,4,0,2,1,0,0
55,29.043826658669676,10.640527475274714,5.188143012853067,8.307720547342518,4.9074356231993805,517,0,0,0,0,0,49092.42198390796,2,0,0,0,0,2,0
56,35.32508482733722,4.111245561853518,6.5515823340828225,22.265696060410548,2.309542771014583,1498,0,0,0,0,0,219548.72820753185,1,0,0,0,0,0,0
57,12.801781653515658,0.0,4.887778679739776,3.1882939065680844,3.631995788005105,8,0,0,0,0,0,1413.3585054404134,0,0,0,0,0,0,0
58,13.975041009902172,0.0,0.0,12.613162303250167,1.3618787066520035,1322,0,0,0,0,0,83953.73604968883,0,0,0,0,0,0,0
59,91.77651868398479,0.0,34.20853962619433,44.800415603511674,8.580042912497312,6770,0,0,0,0,0,418634.2303906803,75,7,4,5,0,12,0
60,3.4218175467223793,0.0,0.09440113375837074,1.7496541966484547,1.577762216315554,12,0,0,0,0,0,1715.0273607116806,0,0,0,0,0,0,0
61,15.945264704543025,0.0,13.109826154262425,0.9089565137972814,1.736635034613818,21,0,0,0,0,0,4099.447440569326,0,0,0,0,0,0,0
62,13.315138908343757,0.0,1.8802598981580452,8.879525669555417,2.2371418364604905,50,0,0,0,0,0,8661.619467879265,1,0,0,0,0,1,0
