DHSCLUST,Total_Road_Length,Main_Roads_Length,Secondary_Roads_Length,Local_Roads_Length,Tracks_Length,Total_Bldg_Count,Bldg_residential_Count,Bldg_commercial_Count,Bldg_industrial_Count,Bldg_school_Count,Bldg_hospital_Count,Total_Bldg_Area,Total_POI_Count,POI_bank_Count,POI_hotel_Count,POI_fast_food_Count,POI_convenience_Count,POI_school_Count,POI_hospital_Count
63,8.176511317423191,0.0,0.0,0.0,0.20090725639204016,409,0,0,0,0,0,43161.07566470852,0,0,0,0,0,0,0
64,48.34296247344961,0.0,6.936880660027708,22.5634518764868,18.612780313039547,191,0,0,0,0,0,35868.082346436575,2,0,0,0,0,0,0
65,73.68912074756228,0.0,31.725560754410882,37.83712317113025,3.7944037052823085,146,0,0,0,0,0,24440.363233777072,5,0,0,0,0,2,0
66,24.900029165949448,0.0,8.206684328686954,16.443869351598934,0.1450914558432688,54,0,0,0,0,0,14571.991483004573,2,0,0,0,0,1,0
67,49.82440948243518,0.0,16.018693615103004,28.349774728721556,1.9374964129519066,4836,0,0,0,0,0,278715.5331813731,65,7,2,5,0,10,0
68,44.89397521484188,0.0,29.2096689433297,10.563066296748424,3.445252696697284,389,0,0,0,0,0,37440.21652456322,3,0,0,0,0,0,0
69,9.210868384069324,0.0,0.0,0.0,0.20090725639204016,668,0,0,0,0,0,54809.31582456559,0,0,0,0,0,0,0
70,9.645076148118365,0.0,0.0,0.0,8.739384800449097,105,0,0,0,0,0,8777.045484535825,0,0,0,0,0,0,0
71,132.33585435681624,17.026688612941648,16.39637109460537,90.72200692007507,6.856856511901188,6206,0,0,0,0,0,473182.02836837014,2,0,0,0,1,1,0
72,117.51535150903504,16.150433206725115,23.834332188218898,70.91549539268651,6.615090721404515,6225,0,0,0,0,0,461115.17221609637,3,0,0,0,1,0,0
73,115.08723041406955,9.551099949173356,26.211545263735708,74.10047805673896,5.224107144421497,5438,0,0,0,0,0,378836.4449714973,2,0,0,0,1,0,0
74,91.82035067130968,0.0,27.448311871968073,63.217852842659234,1.1541859566824018,2677,0,0,0,0,0,173869.35723454045,0,0,0,0,0,0,0
75,43.890226753604935,0.0,16.3313317385638,19.746625437213474,7.450097900499437,1201,0,0,0,0,0,85849.98034231705,0,0,0,0,0,0,0
76,43.15545308991215,3.385664540653657,6.268134282454517,32.615547425247506,0.8861068415564719,5419,0,0,0,0,0,408723.4322204337,12,0,2,1,3,1,0
77,22.859321397537606,0.0,7.7103324558116055,14.869419166349648,0.27956977537635225,382,0,0,0,0,0,26024.705356258848,0,0,0,0,0,0,0
78,128.58751095917515,15.198440462413613,29.024830757860787,77.78292792050553,6.581311818395206,6575,0,0,0,0,0,484890.5001082504,3,0,0,0,1,0,0
79,178.1027306270033,15.684499567937728,28.330909502570865,131.86424408483074,2.2230774716639425,18916,0,0,0,0,0,1417135.3731244472,64,3,3,3,12,4,0
80,102.11729702482681,3.1329258052779254,30.575759250905165,65.87858749312979,2.5300244755139345,5203,0,0,0,0,0,357817.6487617213,2,0,0,0,0,1,0
81,178.56061283371739,10.989212193045926,39.225857160455185,127.00327951196581,1.3422639682504445,15620,0,0,0,0,0,1197656.4534433824,61,3,2,3,12,3,0
82,22.102311803892583,0.0,10.517126839836495,11.585184964056083,0.0,730,0,0,0,0,0,70076.98310452615,0,0,0,0,0,0,0
83,152.38845474442118,7.9002456636845055,14.762092969011386,119.98605066646687,9.540642780542816,5481,0,0,0,0,0,485872.75442901044,3,0,0,0,0,1,1
84,135.27645676699035,10.487781331687627,19.50317491433678,94.1046719669413,11.033504784980563,4918,0,0,0,0,0,437401.7315990357,3,0,0,0,0,0,0
85,54.938187747329046,0.0,12.592619860906545,33.21688422123989,9.128683665182601,2159,0,0,0,0,0,133902.9175792224,0,0,0,0,0,0,0
86,154.60026811037747,0.0,19.26239205258323,115.03644060809556,20.30143544969866,4877,0,0,0,0,0,404909.7331018294,3,0,0,0,0,1,1
87,129.46137874718463,12.490671346657795,0.0,84.87292547003867,32.097781930488146,2865,0,0,0,0,0,290572.3813057574,0,0,0,0,0,0,0
88,63.20834109621501,14.038795713843989,4.301138381745733,29.361234321431898,15.507172679193394,1696,0,0,0,0,0,126773.3709867943,1,0,0,0,0,0,0
89,107.41774515303901,0.0,25.703219801957445,68.5783110942993,13.13621425678225,2507,0,0,0,0,0,184299.4214144383,0,0,0,0,0,0,0
90,65.63283191010123,11.700861235588704,2.6568735879522856,40.8497406774003,10.425356409159946,3659,0,0,0,0,0,277496.6032757906,3,0,0,0,0,0,0
91,4.736262320809484,0.0,3.0086573389895377,0.6456218104544869,1.081983171365459,293,0,0,0,0,0,21112.735369496317,2,0,0,0,0,0,0
92,145.22895508606518,0.0,24.646595447019727,101.80885253337308,18.773507105672408,4276,0,0,0,0,0,343758.45091547037,3,0,0,0,0,1,1
93,28.869968860252563,16.40618831820073,0.0,9.218550390841282,3.2452301512105453,788,0,0,0,0,0,47503.47568259517,0,0,0,0,0,0,0
94,53.11373035682415,0.0,13.726642187570222,34.82790696858797,4.559181200665951,1951,0,0,0,0,0,150579.43030615116,3,0,0,0,0,0,0
95,243.9879302280059,14.80618407681091,25.887940922533264,137.4701637246707,13.682240104948436,25984,0,0,0,0,0,2596736.342182837,943,23,27,60,86,10,0
96,164.97621983453195,8.457416472871708,8.995162336816742,103.19798311834387,22.456808506679312,15255,0,0,0,0,0,1198473.1275597387,167,1,0,5,59,1,0
97,806.1312443480249,53.424564853233015,80.07829733053418,467.6378344203286,77.54239795645553,69738,0,0,0,0,0,7253195.266383247,3183,65,58,271,348,28,2
98,180.70172960004294,12.936546398001227,15.468232094862783,111.1187606109288,21.050876188174126,13913,0,0,0,0,0,1572161.5473083297,355,6,7,24,54,3,0
99,145.12426308615255,10.085589623415228,16.277037622717522,75.88849504506108,21.58081694875771,11066,0,0,0,0,0,1212036.838498818,296,3,6,19,40,2,0
100,527.2315555543514,39.72587112988631,41.933161626237485,300.6096513769101,90.7406053556548,39910,0,0,0,0,0,4098378.3556413357,1023,22,38,63,137,6,0
101,107.88919797623093,7.393141464273563,19.105767191158602,62.21552106279075,3.8896580989160805,9623,0,0,0,0,0,960645.6378788868,227,1,9,8,21,1,0
102,78.40710780313417,1.0746705084351293,11.639237478764947,30.639600735721785,25.69824333087143,4829,0,0,0,0,0,502038.45579274825,72,0,0,8,18,0,0
103,128.38328508972182,13.962926571538649,23.28859271844033,80.60806198500339,10.473498299905595,2015,0,0,0,0,0,234575.40078819572,8,0,0,0,1,1,1
104,196.35172978483095,23.86786033135801,33.468535218797,134.75609186347236,3.9278106870337997,2941,0,0,0,0,0,297984.54435466806,17,0,1,1,0,1,1
105,193.36909123895913,28.55473934251842,5.103974229768325,154.03885576051127,5.671521906161115,2385,0,0,0,0,0,233309.20138057807,42,0,1,1,3,0,1
106,169.5987693971568,10.315738033926932,15.201460951751214,108.19572230749714,18.872602354934042,18558,0,0,0,0,0,1877330.295621933,638,17,7,32,111,8,2
107,152.1103604174493,9.256285552783169,8.66503592892302,104.7613879003393,16.233695543459543,14736,0,0,0,0,0,1510427.219521945,594,14,4,27,134,3,1
108,30.144511865686724,0.0,4.106858892983139,18.614636999850973,7.179378428609108,372,0,0,0,0,0,86898.99486374164,8,0,0,0,0,0,0
109,72.43281715219027,1.9815958940702558,12.452740415311979,44.685646901650706,9.461147343793153,6390,0,0,0,0,0,537024.4799626013,70,0,1,3,20,1,0
110,164.40477036940794,8.570477873684787,20.648763360343857,95.9020193571604,12.59872067915987,17842,0,0,0,0,0,1849333.4660785901,706,11,9,56,88,12,1
111,99.4387649974605,16.432875818014963,0.0,70.04465194282798,12.4214580145212,2247,0,0,0,0,0,141445.39340581748,17,0,0,1,2,0,0
112,100.08653294966388,26.27557186195988,7.834505026951382,43.60892746161574,22.36752859913688,866,0,0,0,0,0,72040.2143467137,0,0,0,0,0,0,0
113,132.67992685052894,8.410030072646217,7.285166806609824,91.6356260308894,17.254206811029135,11144,0,0,0,0,0,1221813.0731868115,531,15,1,29,122,2,1
114,95.1121552423479,4.1716373170546355,12.544004411031764,66.52657406439278,6.4010958749846285,6857,0,0,0,0,0,827180.9664774521,250,2,2,14,65,1,1
115,64.07602643797645,16.559608216797166,11.317961450403514,15.489675217784677,19.37647504212133,2093,0,0,0,0,0,125185.51960104788,45,0,0,0,4,0,0
116,84.43325985799888,25.970092660014803,13.334777668493594,33.28788300265108,9.876931450784815,4415,0,0,0,0,0,344150.6476333174,67,1,7,0,3,0,0
117,37.819176421563114,13.692351584156128,8.717088414510568,14.743553802035322,0.6661826208610939,499,0,0,0,0,0,41985.21317711257,0,0,0,0,0,0,0
118,115.13727404827874,26.38188848139659,21.394964100262367,58.44515892698408,3.000617364112298,6953,0,0,0,0,0,643846.2059488221,50,7,1,1,0,0,0
119,108.8493226261018,18.40265442267542,15.861575488462515,18.258430157235402,47.05400063250431,2116,0,0,0,0,0,177031.77770886506,94,1,10,0,1,0,0
120,57.23074001130021,0.0,21.251098713411103,10.255595325034195,25.476628888686935,428,0,0,0,0,0,36197.703275164575,6,0,0,0,1,0,0
121,134.1785281416613,6.867530007772566,22.718290748622024,79.33011320471486,25.26259418055188,840,0,0,0,0,0,105446.2162602713,16,0,0,0,15,0,0
122,79.895657184801,6.123275396064367,6.596556159089437,56.42746808539072,10.74835754425647,590,0,0,0,0,0,66875.29233069689,0,0,0,0,0,0,0
123,49.2190941546868,21.272096701508488,6.806424521060565,17.083988606239085,4.056584325878667,1338,0,0,0,0,0,100649.91839450292,10,0,0,0,1,0,1
124,73.07854738454635,15.64562505926166,24.029654870404556,26.88316782406005,4.789145774106749,4569,0,0,0,0,0,350330.9434434606,13,0,0,0,2,0,0
125,118.56149460637072,22.16576176125058,28.85253920548721,58.06903306269315,5.272814332856439,8099,0,0,0,0,0,744717.8775479416,52,7,1,1,0,0,0
126,44.99984590563502,14.832363631525386,1.1179546785981238,2.985288477409101,21.87730784459817,616,0,0,0,0,0,43715.1352715591,11,0,0,0,1,0,0
127,37.62967540609055,3.9832121043525337,3.2935136527147217,28.23551466513427,2.117434983889014,18,0,0,0,0,0,4299.997847142177,0,0,0,0,0,0,0
128,58.1049972614878,10.687343299300945,11.809903997991874,33.717536076044304,1.8902138881506823,73,0,0,0,0,0,9377.471876115113,0,0,0,0,0,0,0
129,26.69301376867192,13.063506991296668,0.0,2.6075724536445657,10.901867731251123,34,0,0,0,0,0,3054.2539666557395,1,0,0,0,0,0,0
130,178.2844600484349,8.90069352622652,34.92178514795036,130.64353525623378,3.776272097372089,422,0,0,0,0,0,74103.43553463943,30,1,5,1,0,1,0
131,14.213384862663442,0.0,7.552756639325551,6.660628223337891,0.0,82,0,0,0,0,0,10846.64916404851,2,0,0,0,0,0,1
132,40.82843558491505,6.639555518779317,7.25098977391291,20.519632796723613,6.418257495499203,49,0,0,0,0,0,6003.075014206246,0,0,0,0,0,0,0
133,218.07942669404267,21.53992115728811,33.1200616351398,158.6785309132135,4.361398752655587,503,0,0,0,0,0,143066.4766466589,58,2,7,4,1,2,0
134,28.80257704667769,0.0,4.656043351028445,23.209594569635303,0.9369391260139458,52,0,0,0,0,0,8680.66521640599,1,0,0,0,0,0,0
135,37.45781507023372,0.0,18.054564560682003,19.403250509551718,0.0,218,0,0,0,0,0,30555.63840454045,4,0,0,0,0,0,0
136,105.59325896456386,10.358617851609376,16.975084429986033,73.69027847374193,4.366742246937811,1099,0,0,0,0,0,93731.53426086105,18,0,3,0,0,1,0
137,21.548251143523235,10.268946828731659,5.868816226424067,4.764452442503601,0.6460356458639033,656,0,0,0,0,0,41503.82841233922,1,0,0,0,0,0,0
138,26.389089301417126,0.0,11.952751119401343,3.578822946243479,10.857515235772304,1188,0,0,0,0,0,50829.849414709104,0,0,0,0,0,0,0
139,162.70628418006402,0.2014071178349494,44.69923699381364,40.71727221695823,66.46446660369213,1664,0,0,0,0,0,173473.75079040864,203,2,9,2,21,0,0
140,50.555927447139226,0.0,9.68261236683065,32.44854055286199,8.009756761218728,178,0,0,0,0,0,15542.120473215306,1,0,0,0,1,0,0
141,146.92593507868017,0.0,37.179249387319814,38.49925773430736,59.57269758077404,1210,0,0,0,0,0,138796.0970844812,193,2,9,2,20,0,0
142,91.28427493379577,3.139733437323261,35.562663196947284,46.5800793050141,5.481322583411677,845,0,0,0,0,0,93260.7702138469,5,0,0,0,0,1,0
143,98.45393352168769,0.0,25.19647224532439,22.481849881533762,44.06495362646538,637,0,0,0,0,0,63400.658503532664,36,0,3,0,2,0,0
144,74.97136994029958,15.8695615423503,14.338601388227335,31.830866512802878,4.527315228306522,1017,0,0,0,0,0,99371.2706837169,4,0,0,0,0,0,0
145,82.61575338681813,22.985483044196645,13.862794039691243,31.477626444899258,8.226438597779536,3589,0,0,0,0,0,295092.1241732765,100,5,6,2,5,1,0
146,72.96580984139179,0.0,32.57188508281331,22.06459161114168,18.3293331474368,359,0,0,0,0,0,33620.610950239454,0,0,0,0,0,0,0
147,66.25211979038306,7.927644016358132,35.284236069255286,21.336963031011507,0.7999739762507229,467,0,0,0,0,0,58525.27135820068,1,0,0,0,0,0,0
148,142.53606084330363,0.0,48.98764521078674,33.61918524019562,52.06978615911126,1354,0,0,0,0,0,137411.55851927452,160,2,7,2,16,0,0
149,73.04093768222673,6.885669292525583,24.199553677170172,35.83607239351858,5.84652919844119,1150,0,0,0,0,0,95511.88953601025,1,0,0,0,0,0,0
150,160.0787920346837,9.746749350495374,39.87195708439531,101.94241550214078,7.839214892646727,1358,0,0,0,0,0,122990.04557882226,9,0,0,1,0,1,1
151,170.42369795979025,12.0307749132926,39.10503659523219,102.40031946138534,12.39970908006044,1757,0,0,0,0,0,303637.0718837923,36,3,1,0,0,4,1
152,122.15545832222283,9.235534533925497,32.54011979656325,68.38639966197493,11.993404329759105,90,0,0,0,0,0,37629.49398192586,3,0,0,0,0,2,0
153,142.3449852880871,9.827562199633304,33.11353197524143,80.69194984843632,15.705966337230697,593,0,0,0,0,0,87842.91842628553,6,0,0,0,0,2,0
154,51.07012206849166,4.142747583534492,12.252280949160449,34.28384767653307,0.33003991652914466,74,0,0,0,0,0,27272.347306360323,29,0,0,6,3,3,0
155,65.70492500352616,7.152885132999852,18.80880721506417,16.336322367949915,23.406910287512215,1235,0,0,0,0,0,89066.2914485606,3,0,0,0,0,1,0
156,96.69376693230092,0.0,55.56445307538621,35.37234570405121,5.691221089639562,356,0,0,0,0,0,41255.27451363103,0,0,0,0,0,0,0
157,140.71625680815143,9.923816993252272,28.720164507188805,82.77840506126142,16.755095789514463,903,0,0,0,0,0,109749.26209111029,5,0,0,0,0,3,0
158,217.86499004044262,13.479877157873686,62.30518648851224,127.03191384382842,11.96207967439093,1395,0,0,0,0,0,297814.2645353558,32,3,1,0,0,4,1
159,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
160,53.451768958236556,6.175522809316899,14.412090097615176,32.32658257675946,0.0,40,0,0,0,0,0,15731.449998089742,34,2,0,2,8,1,0
161,69.1068655016112,0.0,25.56637411835257,41.517322312520555,1.4399384940823206,2525,0,0,0,0,0,231283.89875793603,13,0,0,0,0,2,0
162,99.55757839538893,11.280013245143056,38.29943258879566,47.115583286021646,2.5464891412253157,336,0,0,0,0,0,39832.82813494485,0,0,0,0,0,0,0
163,32.32981590646703,6.250397187852563,8.886664685311853,15.767241992891968,1.08137635676998,160,0,0,0,0,0,54343.019625666755,18,0,0,1,1,0,0
164,92.88713685114487,10.018318351547451,26.02198693507426,50.17097063041371,6.623749648775821,225,0,0,0,0,0,43101.083193075305,4,0,0,0,0,0,0
165,48.188950869037036,8.761376091358473,7.921370707210159,23.468012592317052,7.923642105374167,13,0,0,0,0,0,3012.293088694281,3,0,0,0,0,3,0
166,27.55011354465699,3.3537745278567472,7.4280482384450846,14.625257765590465,1.5924782499199184,161,0,0,0,0,0,41175.07625775122,12,0,1,0,1,0,0
167,58.27383451296622,9.360767556932423,18.46594096571071,26.110903562308913,4.332155570154006,71,0,0,0,0,0,5061.323151661316,1,0,0,0,0,0,0
168,16.530885670731525,4.006833076969078,0.0,11.209976244057053,1.0987194299584926,20,0,0,0,0,0,3664.3904984635674,0,0,0,0,0,0,0
169,16.235815131591323,0.316884761042546,7.681896885436801,8.237033485111978,0.0,64,0,0,0,0,0,9170.577264837622,0,0,0,0,0,0,0
170,70.994996662344,22.4740843056431,15.003234070910471,30.729034935248,2.4611832067516723,122,0,0,0,0,0,26668.836958129476,1,0,0,0,0,1,0
171,67.49267780870912,6.270023571794568,37.403145053349505,20.555145989068173,2.8904732944604956,232,0,0,0,0,0,17573.02807316678,3,0,0,0,0,3,0
172,65.28835767476355,8.300799018282286,14.535741645311816,38.51491266485627,1.754046635404116,283,0,0,0,0,0,107819.13880589134,153,9,6,13,15,4,0
173,116.92838972500458,10.8957722108768,35.863829496428586,61.35112286276815,7.632022737468515,502,0,0,0,0,0,44531.98598224201,3,0,0,0,0,1,0
174,15.20572296797852,5.0139343611626765,3.111737246605802,5.547220053309775,1.3174743871533627,20,0,0,0,0,0,3664.3904984635674,0,0,0,0,0,0,0
175,184.52287055966258,4.714144893953775,25.900447853406803,151.88347335343528,1.1707580296994993,11702,0,0,0,0,0,1585259.1679940596,196,18,12,21,15,2,0
176,521.0045967089701,16.76734957887987,94.69733865632972,397.2516345276103,8.476645486241933,37614,0,0,0,0,0,4113511.618311152,451,32,31,38,33,9,1
177,194.26540615922067,4.503186720806971,38.530196782178656,147.63134626023785,2.24249875982403,14842,0,0,0,0,0,1950037.3373887404,384,32,30,35,23,3,1
178,219.31421315737953,22.022041936665723,34.26130025983487,157.3857585611815,4.577343201394684,9021,0,0,0,0,0,1182931.1865317398,20,0,0,4,2,0,0
179,96.80656216600177,5.399620970132691,11.332399035357863,77.29765248987322,2.4599374506888307,6054,0,0,0,0,0,574026.3638386967,14,0,2,0,1,0,0
180,125.1271143993343,4.335510496949661,32.114775519867386,85.37671358590288,1.9441734012141214,12059,0,0,0,0,0,1316635.8705314384,261,20,22,23,13,6,1
181,117.08036189132268,3.145426910183332,33.75982527376971,77.0477896337763,1.903411598072212,11512,0,0,0,0,0,1354869.787767558,265,20,18,22,17,5,0
182,488.39933917416334,27.454506247879905,101.05655011004822,350.25287993916885,7.0517423115450635,32442,0,0,0,0,0,3575586.085986194,407,32,31,34,24,12,1
183,77.10129405122211,0.0,7.575481046030412,19.19188398224165,50.27412494242272,53,0,0,0,0,0,7194.119541653214,6,0,0,0,0,1,0
184,60.47452384755343,6.920442184783804,19.151045265956014,19.370167774636432,15.032868622177164,727,0,0,0,0,0,53703.37290655133,0,0,0,0,0,0,0
185,99.6749795690727,19.831330071265004,21.57162870416421,43.28529368245611,14.774459764181422,2257,0,0,0,0,0,191300.1522934726,8,3,0,1,0,1,0
186,62.07310927062019,0.0,17.295181553172288,19.694740749970233,24.680858285899,688,0,0,0,0,0,51981.52209116207,5,0,1,0,0,0,0
187,106.58160961021103,14.568859945299355,18.722148690437635,26.876635610600346,46.35514866823249,981,0,0,0,0,0,69822.51357218565,0,0,0,0,0,0,0
188,39.53693325841891,0.0,14.660003560167482,12.798237853080218,12.042713724972693,356,0,0,0,0,0,24152.059642392942,3,0,0,0,0,1,0
189,90.52260930106833,9.878154328379877,9.860798816922943,48.34667302931399,22.299988880085994,1317,0,0,0,0,0,89195.95340618608,15,1,2,0,2,0,0
190,83.5625757010358,7.528500664498616,11.566128083148056,31.261859144946662,32.992188640389244,319,0,0,0,0,0,25393.03943925027,13,1,2,0,2,0,0
191,99.2535262071935,17.184335043323728,28.739656871126368,45.339430724521506,7.67077387252036,2851,0,0,0,0,0,250680.43093041464,9,3,0,1,0,1,0
192,79.57498865611204,5.927872019762908,12.38117762846111,37.14429064283655,23.213174321213582,697,0,0,0,0,0,50413.46077462788,16,1,2,0,2,0,0
193,79.2642754056109,0.0,26.974653932324784,29.422369027314762,22.750745771307166,668,0,0,0,0,0,44761.50686449287,3,0,0,0,0,1,0
194,87.56398877318153,9.987959131856657,32.23940932037541,31.496853718765422,13.45815765110018,2309,0,0,0,0,0,197698.9321238231,4,2,0,0,0,1,0
195,80.2349199566417,6.0617321939138895,12.16236179574237,58.05717739892858,0.905520541628857,4832,0,0,0,0,0,550729.5216026183,333,18,15,23,13,0,0
196,153.29304771418188,12.812499773400585,25.51015792779635,109.74494610543249,3.6087017391285676,9041,0,0,0,0,0,842457.6797592017,93,4,7,9,9,0,0
197,29.164710970132894,0.0,9.202000586067614,18.78176353709941,0.8236997030058419,1051,0,0,0,0,0,114906.17473804683,216,1,25,9,4,1,0
198,53.14589695109065,9.512706587118492,11.636544473068117,28.478540734652505,2.0755549994248295,2467,0,0,0,0,0,259042.8430158205,28,1,1,1,0,0,0
199,22.69467238240667,4.403191675581368,2.1598992285215446,14.742268837791793,0.844007717794758,1024,0,0,0,0,0,88430.22581402224,2,0,0,0,0,0,0
200,26.004327078784584,0.0,9.666900496550541,11.38298670801499,4.954439874219055,1450,0,0,0,0,0,91221.35376365755,2,0,2,0,0,0,0
201,106.06303960583278,10.38019000823304,14.96570839215484,75.34285773595117,2.372815126978144,5368,0,0,0,0,0,702368.4884855021,355,20,17,24,15,0,0
202,66.9831861394528,0.0,37.80303001679961,27.082802012281107,1.093849905149556,506,0,0,0,0,0,45808.29736403393,93,0,9,1,1,5,0
203,55.67388474571752,0.9574921021075652,11.53331642886403,36.587013408968886,6.596062805777047,2718,0,0,0,0,0,163500.31746260446,22,0,0,0,0,1,0
204,84.25218012346642,23.347436525778065,8.908911869078338,47.643100678419195,3.773657337579762,4161,0,0,0,0,0,337232.2680248362,11,0,0,0,0,3,0
205,25.392964202999146,4.610411334152535,2.659304585779957,16.720499543483587,1.1372501219967024,1206,0,0,0,0,0,102297.79597203698,2,0,0,0,0,0,0
206,48.281936786196795,4.342726549386022,0.0,42.71865575221593,1.1334918758501,1062,0,0,0,0,0,182282.99155984033,6,0,1,0,2,0,0
207,173.98389737490308,11.685687505008135,32.61866569103135,121.26049530248018,8.302491172796246,2557,0,0,0,0,0,228000.48611271818,25,1,0,0,0,4,0
208,62.45723575368387,0.0,23.0200094981518,37.07096666140938,2.3662595941226874,39,0,0,0,0,0,8534.74853480467,10,0,0,0,0,1,0
209,21.931806344039394,0.0,4.503212193326058,9.457732277188374,7.970861873524958,4,0,0,0,0,0,292.3614245192333,0,0,0,0,0,0,0
210,67.81571068056827,6.029193341379839,22.93741583140497,36.45021324913138,2.1649242746463875,1025,0,0,0,0,0,126176.78842528907,37,0,4,5,1,2,0
211,61.62703003188272,15.886226266039435,3.2346828045983966,37.156533933889555,4.063900256865744,98,0,0,0,0,0,28533.203771509186,10,1,1,0,0,0,0
212,74.4828935636653,2.975459992207493,37.096802466384545,32.90839687370127,1.213254382151211,85,0,0,0,0,0,8947.463625812492,8,0,0,0,0,2,0
213,185.96884148361727,12.288031130838354,34.70598449248729,129.69424142057855,9.164026736125889,2735,0,0,0,0,0,241483.05315314082,24,1,0,0,0,3,0
214,102.13626764220467,0.0,39.4498132950431,48.41269734342473,14.273757003736852,121,0,0,0,0,0,13904.880584889159,15,0,0,0,2,2,0
215,48.25327977225843,14.265990312929755,12.612854714431608,18.11542069981381,2.8991770021262564,221,0,0,0,0,0,22220.789747982097,15,0,0,0,2,2,1
216,60.57278187522803,6.339332412509148,10.819234354861823,39.92493637749235,2.334511467825352,510,0,0,0,0,0,99425.57623191895,52,3,4,4,3,3,0
217,24.684864681510717,4.36428198182892,2.424370275537365,17.047789122860248,0.8484233012841849,17,0,0,0,0,0,3889.290038370654,7,0,0,0,1,2,0
218,78.21808488573025,10.066113885058554,41.3163792729105,21.696522937748384,5.139068790012823,50,0,0,0,0,0,9686.762623851877,14,0,0,0,0,2,0
219,139.44480582567124,20.888082531715014,29.903549710115133,77.11112078209874,4.364567378893234,515,0,0,0,0,0,118284.63306946869,85,2,7,3,0,1,2
220,128.83588717890856,11.55903402237033,29.4479693488986,53.9809043144352,33.84797949320445,840,0,0,0,0,0,107260.39179230804,26,2,2,0,2,1,0
221,86.86354640625275,17.773844660739073,15.467677584609616,50.95593901333772,2.458940796405834,97,0,0,0,0,0,26490.963589345905,40,0,1,0,0,1,0
222,139.07455776312855,17.124915351424548,35.66352954879649,75.49272791079912,3.4908956360863135,552,0,0,0,0,0,133375.2067078774,95,2,9,4,0,1,2
223,38.37462663637767,12.621057218895825,9.864288687285566,8.36291124452774,7.354699771077205,381,0,0,0,0,0,40864.13157558608,0,0,0,0,0,0,0
224,41.11934078006009,11.685699767721195,0.0,27.511395197924553,1.9222458144143466,47,0,0,0,0,0,12365.288085559387,5,0,1,0,0,0,0
225,62.909978697330956,14.002326148148454,13.335760076725398,33.85236430991609,1.7195281625409997,74,0,0,0,0,0,15341.370499733343,2,0,0,0,0,0,0
226,63.21484962233645,0.0,14.878064484475944,42.669685972845784,5.667099165014727,160,0,0,0,0,0,25731.56378780516,1,0,0,0,0,0,0
227,147.4828050402688,18.950968777583768,41.513183720828884,75.16932373348385,4.836188291206035,520,0,0,0,0,0,116455.62151429361,83,2,7,2,0,1,2
228,63.69584592639739,9.998712779783169,13.561713055967665,38.57137463975995,1.3046075426812376,130,0,0,0,0,0,35298.585869569586,194,0,1,0,2,0,0
229,63.57694340340643,10.137349529186244,9.862480238958732,41.920466317064346,1.3835138283421369,139,0,0,0,0,0,37399.703047213756,262,0,1,0,0,0,0
230,31.739991991405404,0.0,10.989099223208585,19.441491215868616,1.3094015523282054,47,0,0,0,0,0,8574.331500037852,22,0,0,0,0,0,0
231,62.90857844592472,10.334349756852264,1.5074163677317132,33.151134389302975,16.29756042188785,3004,0,0,0,0,0,206449.84299756933,20,0,0,2,3,2,0
232,58.45321275674014,12.265426898543122,4.54261843937909,31.40449402033752,9.779200430619833,1305,0,0,0,0,0,75471.23877310281,6,0,0,0,2,0,0
233,52.75315705547538,13.125811509614056,2.016086877369188,32.74736246052143,4.608490094701344,313,0,0,0,0,0,21550.3448640087,2,0,0,0,1,0,0
234,14.659034589338642,4.9075491673196945,1.5386741478031716,5.162403381586571,3.050407892629206,3,0,0,0,0,0,775.0496801647982,0,0,0,0,0,0,0
235,40.05792586723702,0.0,4.665579390865902,29.066909095616122,6.045451460590467,271,0,0,0,0,0,68443.93546945583,9,0,2,0,2,0,0
236,42.2364399740055,0.0,0.0,7.648768907367186,34.523364671393225,45,0,0,0,0,0,5798.735218336543,0,0,0,0,0,0,0
237,94.62856753187897,11.087202841984762,12.102373926484757,63.43751136539365,7.9209108844794835,432,0,0,0,0,0,48463.585461119685,12,0,1,0,2,0,1
238,78.45415789418492,17.210685527486785,0.37177842849248827,54.08560138878323,6.786092549422412,68,0,0,0,0,0,11417.334178647316,0,0,0,0,0,0,0
239,15.464867412872618,4.1651870126599375,2.368477829195692,8.580985800701818,0.35021677031517134,66,0,0,0,0,0,3820.188207789419,0,0,0,0,0,0,0
240,109.73252800569811,7.117969376779378,11.02233781516333,87.19849902912381,3.8062813916549234,1313,0,0,0,0,0,339925.6633357623,103,7,9,8,5,0,1
241,133.5805934910205,12.94594977198395,17.12294765677175,71.25030208090328,31.717074696414155,113,0,0,0,0,0,18010.629228541242,0,0,0,0,0,0,0
242,49.163903781726816,0.0,0.0,0.0,48.88776396372789,24,0,0,0,0,0,4014.6185774874857,1,0,0,0,0,0,0
243,179.92795275776325,7.563621008575421,34.195088989609744,134.46199608177417,2.8851726100115624,3696,0,0,0,0,0,679092.862020206,157,22,3,8,2,3,1
244,200.3658430216128,9.066360284667098,16.29890910794114,164.91029355321143,8.8340279035088,196,0,0,0,0,0,34747.00531041237,27,3,0,3,0,2,1
245,287.1697925927613,15.407600197571176,38.20815039345046,225.3390825936083,6.744167575777422,3524,0,0,0,0,0,627172.2298731268,145,22,4,6,2,3,1
